qid,model,gold,pred,A,B,C,D,correct
69,meta-llama/Llama-3.1-8B-Instruct,A,D,-7.01171875,-1.087890625,-8.2578125,-0.41650390625,False
69,meta-llama/Llama-3.1-8B-Instruct,B,A,-0.0533447265625,-4.2734375,-3.474609375,-5.1171875,False
69,meta-llama/Llama-3.1-8B-Instruct,C,D,-2.17578125,-6.51953125,-5.45703125,-0.1282958984375,False
69,meta-llama/Llama-3.1-8B-Instruct,D,D,-1.119140625,-1.759765625,-2.947265625,-0.822265625,True
70,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0140533447265625,-8.03125,-7.234375,-6.25,True
70,meta-llama/Llama-3.1-8B-Instruct,B,B,-8.9765625,-0.0199737548828125,-7.87890625,-5.95703125,True
70,meta-llama/Llama-3.1-8B-Instruct,C,C,-7.74609375,-7.76171875,-0.01300811767578125,-4.99609375,True
70,meta-llama/Llama-3.1-8B-Instruct,D,D,-7.13671875,-7.79296875,-5.80859375,-0.01044464111328125,True
71,meta-llama/Llama-3.1-8B-Instruct,A,B,-7.62890625,-0.004039764404296875,-8.1484375,-7.03515625,False
71,meta-llama/Llama-3.1-8B-Instruct,B,A,-0.005878448486328125,-7.6953125,-5.6171875,-6.8828125,False
71,meta-llama/Llama-3.1-8B-Instruct,C,D,-7.08203125,-10.1171875,-9.2265625,-0.005413055419921875,False
71,meta-llama/Llama-3.1-8B-Instruct,D,C,-6.92578125,-8.171875,-0.00212860107421875,-9.046875,False
72,meta-llama/Llama-3.1-8B-Instruct,A,D,-1.96484375,-2.15234375,-2.49609375,-0.41748046875,False
72,meta-llama/Llama-3.1-8B-Instruct,B,B,-1.876953125,-0.65869140625,-2.361328125,-1.455078125,True
72,meta-llama/Llama-3.1-8B-Instruct,C,D,-3.37109375,-3.37109375,-3.51171875,-0.10614013671875,False
72,meta-llama/Llama-3.1-8B-Instruct,D,B,-4.12109375,-0.10394287109375,-4.71484375,-2.634765625,False
73,meta-llama/Llama-3.1-8B-Instruct,A,B,-1.9912109375,-0.1627197265625,-4.9140625,-6.0703125,False
73,meta-llama/Llama-3.1-8B-Instruct,B,A,-0.19677734375,-2.291015625,-5.0703125,-2.712890625,False
73,meta-llama/Llama-3.1-8B-Instruct,C,C,-1.2734375,-3.3359375,-0.8046875,-1.4765625,True
73,meta-llama/Llama-3.1-8B-Instruct,D,D,-2.302734375,-5.53515625,-3.974609375,-0.177734375,True
74,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.2147216796875,-5.94921875,-7.43359375,-1.66796875,True
74,meta-llama/Llama-3.1-8B-Instruct,B,A,-0.286376953125,-1.4267578125,-5.41015625,-5.47265625,False
74,meta-llama/Llama-3.1-8B-Instruct,C,B,-3.958984375,-0.162841796875,-2.146484375,-4.3515625,False
74,meta-llama/Llama-3.1-8B-Instruct,D,B,-3.830078125,-0.4541015625,-5.578125,-1.0947265625,False
75,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0645751953125,-2.955078125,-4.72265625,-7.22265625,True
75,meta-llama/Llama-3.1-8B-Instruct,B,B,-1.3076171875,-0.4169921875,-2.947265625,-4.38671875,True
75,meta-llama/Llama-3.1-8B-Instruct,C,C,-1.125,-3.109375,-0.62548828125,-2.71875,True
75,meta-llama/Llama-3.1-8B-Instruct,D,A,-0.2259521484375,-5.0390625,-5.0234375,-1.6943359375,False
76,meta-llama/Llama-3.1-8B-Instruct,A,D,-1.068359375,-6.4609375,-5.5546875,-0.443603515625,False
76,meta-llama/Llama-3.1-8B-Instruct,B,B,-4.3515625,-0.164794921875,-1.9931640625,-6.2109375,True
76,meta-llama/Llama-3.1-8B-Instruct,C,A,-0.2174072265625,-3.732421875,-1.9365234375,-4.75,False
76,meta-llama/Llama-3.1-8B-Instruct,D,D,-1.244140625,-5.7578125,-6.9609375,-0.400146484375,True
77,meta-llama/Llama-3.1-8B-Instruct,A,D,-7.1171875,-3.958984375,-10.3046875,-0.021820068359375,False
77,meta-llama/Llama-3.1-8B-Instruct,B,B,-2.94140625,-0.1591796875,-2.36328125,-9.015625,True
77,meta-llama/Llama-3.1-8B-Instruct,C,D,-9.6953125,-2.990234375,-7.14453125,-0.052642822265625,False
77,meta-llama/Llama-3.1-8B-Instruct,D,C,-9.859375,-7.171875,-0.093994140625,-2.421875,False
78,meta-llama/Llama-3.1-8B-Instruct,A,D,-0.97021484375,-6.46875,-6.796875,-0.48583984375,False
78,meta-llama/Llama-3.1-8B-Instruct,B,B,-7.7890625,-0.38232421875,-8.4296875,-1.1630859375,True
78,meta-llama/Llama-3.1-8B-Instruct,C,C,-5.6171875,-2.8828125,-0.0701904296875,-4.8828125,True
78,meta-llama/Llama-3.1-8B-Instruct,D,D,-4.44921875,-8.40625,-9.453125,-0.01227569580078125,True
79,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0279693603515625,-8.046875,-3.94921875,-5.07421875,True
79,meta-llama/Llama-3.1-8B-Instruct,B,B,-8.1875,-0.0009832382202148438,-11.78125,-9.171875,True
79,meta-llama/Llama-3.1-8B-Instruct,C,C,-6.42578125,-9.203125,-0.003681182861328125,-8.1875,True
79,meta-llama/Llama-3.1-8B-Instruct,D,D,-4.8203125,-10.5703125,-9.5703125,-0.008636474609375,True
80,meta-llama/Llama-3.1-8B-Instruct,A,B,-5.69140625,-0.0036640167236328125,-9.75,-8.875,False
80,meta-llama/Llama-3.1-8B-Instruct,B,B,-3.2890625,-0.038482666015625,-9.0234375,-8.1640625,True
80,meta-llama/Llama-3.1-8B-Instruct,C,C,-3.576171875,-9.59375,-0.028656005859375,-8.6875,True
80,meta-llama/Llama-3.1-8B-Instruct,D,D,-2.63671875,-9.5625,-9.0625,-0.07452392578125,True
81,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.3330078125,-3.81640625,-6.09765625,-2.87890625,True
81,meta-llama/Llama-3.1-8B-Instruct,B,B,-2.32421875,-0.293212890625,-6.60546875,-2.76171875,True
81,meta-llama/Llama-3.1-8B-Instruct,C,C,-3.890625,-3.671875,-0.21875,-3.078125,True
81,meta-llama/Llama-3.1-8B-Instruct,D,D,-2.90234375,-3.62109375,-6.12109375,-0.167236328125,True
82,meta-llama/Llama-3.1-8B-Instruct,A,D,-7.296875,-1.7041015625,-5.203125,-0.21923828125,False
82,meta-llama/Llama-3.1-8B-Instruct,B,A,-0.59228515625,-9.09375,-4.28125,-0.84228515625,False
82,meta-llama/Llama-3.1-8B-Instruct,C,D,-0.806640625,-4.0390625,-8.9296875,-0.650390625,False
82,meta-llama/Llama-3.1-8B-Instruct,D,A,-0.04931640625,-6.20703125,-3.173828125,-6.94140625,False
83,meta-llama/Llama-3.1-8B-Instruct,A,D,-1.572265625,-2.509765625,-5.3203125,-0.41552734375,False
83,meta-llama/Llama-3.1-8B-Instruct,B,D,-1.302734375,-2.865234375,-5.4453125,-0.50634765625,False
83,meta-llama/Llama-3.1-8B-Instruct,C,A,-0.452392578125,-2.328125,-2.296875,-2.3125,False
83,meta-llama/Llama-3.1-8B-Instruct,D,A,-0.318115234375,-5.59765625,-5.76953125,-1.662109375,False
84,meta-llama/Llama-3.1-8B-Instruct,A,C,-2.873046875,-9.3125,-0.1697998046875,-2.310546875,False
84,meta-llama/Llama-3.1-8B-Instruct,B,D,-8.546875,-1.69140625,-8.234375,-0.206787109375,False
84,meta-llama/Llama-3.1-8B-Instruct,C,D,-8.2734375,-7.47265625,-2.55078125,-0.08251953125,False
84,meta-llama/Llama-3.1-8B-Instruct,D,D,-4.35546875,-6.08984375,-5.40234375,-0.02618408203125,True
85,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0118255615234375,-8.03125,-4.98046875,-6.15234375,True
85,meta-llama/Llama-3.1-8B-Instruct,B,B,-8.2109375,-0.0056915283203125,-7.19140625,-7.19140625,True
85,meta-llama/Llama-3.1-8B-Instruct,C,C,-5.046875,-3.220703125,-0.048736572265625,-7.1875,True
85,meta-llama/Llama-3.1-8B-Instruct,D,D,-5.48046875,-5.49609375,-8.8984375,-0.01080322265625,True
86,meta-llama/Llama-3.1-8B-Instruct,A,D,-4.0390625,-2.822265625,-2.697265625,-0.1650390625,False
86,meta-llama/Llama-3.1-8B-Instruct,B,A,-0.32666015625,-7.078125,-3.763671875,-1.373046875,False
86,meta-llama/Llama-3.1-8B-Instruct,C,A,-0.24267578125,-6.2421875,-6.7421875,-1.5712890625,False
86,meta-llama/Llama-3.1-8B-Instruct,D,A,-0.02655029296875,-5.88671875,-5.37109375,-4.10546875,False
87,meta-llama/Llama-3.1-8B-Instruct,A,D,-0.9619140625,-2.2109375,-6.6796875,-0.6806640625,False
87,meta-llama/Llama-3.1-8B-Instruct,B,B,-10.15625,-0.001453399658203125,-9.3125,-6.671875,True
87,meta-llama/Llama-3.1-8B-Instruct,C,C,-9.453125,-10.1875,-0.00033855438232421875,-8.515625,True
87,meta-llama/Llama-3.1-8B-Instruct,D,D,-7.9375,-11.046875,-9.171875,-0.0004851818084716797,True
88,meta-llama/Llama-3.1-8B-Instruct,A,D,-1.5380859375,-3.5546875,-5.2109375,-0.288330078125,False
88,meta-llama/Llama-3.1-8B-Instruct,B,B,-2.55859375,-0.5439453125,-5.37109375,-1.1064453125,True
88,meta-llama/Llama-3.1-8B-Instruct,C,A,-0.931640625,-4.6171875,-1.103515625,-1.337890625,False
88,meta-llama/Llama-3.1-8B-Instruct,D,D,-1.6220703125,-0.9501953125,-4.66796875,-0.9033203125,True
89,meta-llama/Llama-3.1-8B-Instruct,A,C,-1.833984375,-4.72265625,-0.27099609375,-2.693359375,False
89,meta-llama/Llama-3.1-8B-Instruct,B,D,-2.3125,-6.328125,-6.25,-0.10931396484375,False
89,meta-llama/Llama-3.1-8B-Instruct,C,D,-3.154296875,-7.328125,-7.765625,-0.045166015625,False
89,meta-llama/Llama-3.1-8B-Instruct,D,C,-0.9716796875,-4.17578125,-0.7216796875,-2.126953125,False
90,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0009241104125976562,-9.140625,-7.203125,-10.125,True
90,meta-llama/Llama-3.1-8B-Instruct,B,B,-8.640625,-0.0004589557647705078,-10.734375,-10.578125,True
90,meta-llama/Llama-3.1-8B-Instruct,C,C,-7.671875,-7.65625,-0.0010881423950195312,-9.015625,True
90,meta-llama/Llama-3.1-8B-Instruct,D,D,-7.39453125,-9.3359375,-5.41015625,-0.00531005859375,True
91,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.00684356689453125,-8.6015625,-7.8984375,-5.2578125,True
91,meta-llama/Llama-3.1-8B-Instruct,B,B,-10.4296875,-0.006793975830078125,-10.1484375,-8.1328125,True
91,meta-llama/Llama-3.1-8B-Instruct,C,C,-10.359375,-12.59375,-7.033348083496094e-05,-10.75,True
91,meta-llama/Llama-3.1-8B-Instruct,D,D,-10.296875,-13.171875,-10.09375,-0.00038242340087890625,True
92,meta-llama/Llama-3.1-8B-Instruct,A,D,-2.72265625,-0.8955078125,-3.75390625,-0.6923828125,False
92,meta-llama/Llama-3.1-8B-Instruct,B,C,-1.8408203125,-3.669921875,-0.32568359375,-2.373046875,False
92,meta-llama/Llama-3.1-8B-Instruct,C,C,-3.716796875,-3.607421875,-0.07562255859375,-3.919921875,True
92,meta-llama/Llama-3.1-8B-Instruct,D,D,-5.2578125,-6.8984375,-7.6953125,-0.007534027099609375,True
93,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.034332275390625,-7.70703125,-8.515625,-6.05078125,True
93,meta-llama/Llama-3.1-8B-Instruct,B,B,-8.875,-0.04730224609375,-9.1875,-7.546875,True
93,meta-llama/Llama-3.1-8B-Instruct,C,C,-8.5234375,-8.8359375,-0.00490570068359375,-7.91015625,True
93,meta-llama/Llama-3.1-8B-Instruct,D,D,-7.9140625,-8.7109375,-9.1953125,-0.009368896484375,True
94,meta-llama/Llama-3.1-8B-Instruct,A,D,-1.1474609375,-1.1162109375,-5.1328125,-1.0849609375,False
94,meta-llama/Llama-3.1-8B-Instruct,B,D,-3.251953125,-2.017578125,-2.048828125,-0.361572265625,False
94,meta-llama/Llama-3.1-8B-Instruct,C,D,-1.1669921875,-4.68359375,-3.572265625,-0.43212890625,False
94,meta-llama/Llama-3.1-8B-Instruct,D,A,-0.1571044921875,-4.859375,-3.96875,-2.140625,False
95,meta-llama/Llama-3.1-8B-Instruct,A,D,-6.25390625,-10.28125,-9.234375,-0.0021915435791015625,False
95,meta-llama/Llama-3.1-8B-Instruct,B,C,-8.328125,-4.5,-0.01387786865234375,-7.53125,False
95,meta-llama/Llama-3.1-8B-Instruct,C,D,-6.75,-10.15625,-7.65625,-0.0017852783203125,False
95,meta-llama/Llama-3.1-8B-Instruct,D,C,-6.61328125,-9.703125,-0.0030040740966796875,-6.70703125,False
96,meta-llama/Llama-3.1-8B-Instruct,A,C,-1.1025390625,-2.5234375,-0.57080078125,-3.8515625,False
96,meta-llama/Llama-3.1-8B-Instruct,B,B,-3.646484375,-0.052947998046875,-6.7578125,-3.724609375,True
96,meta-llama/Llama-3.1-8B-Instruct,C,C,-6.73828125,-8.328125,-0.0032596588134765625,-6.33203125,True
96,meta-llama/Llama-3.1-8B-Instruct,D,D,-5.0234375,-8.0703125,-6.8828125,-0.008056640625,True
97,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.02398681640625,-3.8203125,-7.4921875,-6.8984375,True
97,meta-llama/Llama-3.1-8B-Instruct,B,D,-4.890625,-3.859375,-7.71875,-0.0305633544921875,False
97,meta-llama/Llama-3.1-8B-Instruct,C,C,-5.078125,-3.796875,-0.0312042236328125,-6.21875,True
97,meta-llama/Llama-3.1-8B-Instruct,D,D,-5.0234375,-7.0390625,-9.7578125,-0.00772857666015625,True
98,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0014867782592773438,-9.34375,-9.203125,-9.578125,True
98,meta-llama/Llama-3.1-8B-Instruct,B,B,-9.171875,-0.0008916854858398438,-9.640625,-9.296875,True
98,meta-llama/Llama-3.1-8B-Instruct,C,C,-7.75,-8.859375,-0.0006546974182128906,-10.171875,True
98,meta-llama/Llama-3.1-8B-Instruct,D,D,-7.015625,-9.84375,-9.078125,-0.0019245147705078125,True
99,meta-llama/Llama-3.1-8B-Instruct,A,C,-6.84375,-6.828125,-0.0163726806640625,-4.3125,False
99,meta-llama/Llama-3.1-8B-Instruct,B,D,-4.79296875,-7.10546875,-8.1953125,-0.01158905029296875,False
99,meta-llama/Llama-3.1-8B-Instruct,C,D,-1.486328125,-7.55078125,-5.03515625,-0.267822265625,False
99,meta-llama/Llama-3.1-8B-Instruct,D,C,-4.41796875,-8.4140625,-0.042205810546875,-3.57421875,False
100,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0094757080078125,-5.9765625,-7.5546875,-6.1640625,True
100,meta-llama/Llama-3.1-8B-Instruct,B,B,-9.28125,-0.07647705078125,-2.654296875,-6.4375,True
100,meta-llama/Llama-3.1-8B-Instruct,C,C,-8.75,-3.59375,-0.0312042236328125,-6.296875,True
100,meta-llama/Llama-3.1-8B-Instruct,D,D,-7.73046875,-10.6953125,-4.62109375,-0.01142120361328125,True
101,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.031463623046875,-8.421875,-5.078125,-4.890625,True
101,meta-llama/Llama-3.1-8B-Instruct,B,B,-6.29296875,-0.1373291015625,-7.41796875,-2.15234375,True
101,meta-llama/Llama-3.1-8B-Instruct,C,C,-7.27734375,-9.5234375,-0.01129150390625,-4.58984375,True
101,meta-llama/Llama-3.1-8B-Instruct,D,D,-5.80078125,-4.83203125,-7.83203125,-0.0201263427734375,True
102,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.39111328125,-5.5,-6.578125,-1.171875,True
102,meta-llama/Llama-3.1-8B-Instruct,B,C,-5.671875,-1.4365234375,-1.0771484375,-1.1552734375,False
102,meta-llama/Llama-3.1-8B-Instruct,C,C,-3.568359375,-5.5703125,-0.068603515625,-3.646484375,True
102,meta-llama/Llama-3.1-8B-Instruct,D,D,-4.90625,-8.546875,-8.171875,-0.0138092041015625,True
103,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.2083740234375,-2.943359375,-2.677734375,-2.771484375,True
103,meta-llama/Llama-3.1-8B-Instruct,B,D,-2.140625,-1.96875,-5.6875,-0.312255859375,False
103,meta-llama/Llama-3.1-8B-Instruct,C,D,-3.115234375,-4.4296875,-4.6484375,-0.08441162109375,False
103,meta-llama/Llama-3.1-8B-Instruct,D,D,-2.79296875,-0.85546875,-2.99609375,-0.77734375,True
104,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.01177978515625,-6.93359375,-6.02734375,-5.13671875,True
104,meta-llama/Llama-3.1-8B-Instruct,B,B,-6.73828125,-0.004913330078125,-9.4453125,-9.3359375,True
104,meta-llama/Llama-3.1-8B-Instruct,C,C,-6.14453125,-9.015625,-0.0031909942626953125,-7.92578125,True
104,meta-llama/Llama-3.1-8B-Instruct,D,D,-6.6640625,-10.0546875,-9.0546875,-0.00630950927734375,True
105,meta-llama/Llama-3.1-8B-Instruct,A,B,-5.08984375,-0.05780029296875,-3.91796875,-3.90234375,False
105,meta-llama/Llama-3.1-8B-Instruct,B,D,-1.2294921875,-8.9921875,-5.54296875,-0.354248046875,False
105,meta-llama/Llama-3.1-8B-Instruct,C,B,-4.85546875,-0.229248046875,-8.7265625,-1.6357421875,False
105,meta-llama/Llama-3.1-8B-Instruct,D,B,-3.908203125,-0.09478759765625,-3.439453125,-4.96875,False
106,meta-llama/Llama-3.1-8B-Instruct,A,D,-1.640625,-8.140625,-6.84375,-0.2186279296875,False
106,meta-llama/Llama-3.1-8B-Instruct,B,B,-4.13671875,-0.66943359375,-4.41796875,-0.77880859375,True
106,meta-llama/Llama-3.1-8B-Instruct,C,C,-3.2734375,-5.6484375,-0.05450439453125,-4.6484375,True
106,meta-llama/Llama-3.1-8B-Instruct,D,D,-2.390625,-6.328125,-4.890625,-0.11004638671875,True
107,meta-llama/Llama-3.1-8B-Instruct,A,D,-1.5966796875,-2.28515625,-5.75390625,-0.409423828125,False
107,meta-llama/Llama-3.1-8B-Instruct,B,D,-3.669921875,-1.0283203125,-5.57421875,-0.56005859375,False
107,meta-llama/Llama-3.1-8B-Instruct,C,D,-1.6279296875,-6.41015625,-1.0654296875,-0.81591796875,False
107,meta-llama/Llama-3.1-8B-Instruct,D,D,-3.365234375,-8.2890625,-7.2890625,-0.0374755859375,True
108,meta-llama/Llama-3.1-8B-Instruct,A,C,-5.71875,-5.015625,-0.0148773193359375,-5.484375,False
108,meta-llama/Llama-3.1-8B-Instruct,B,C,-6.05078125,-8.515625,-0.0038394927978515625,-7.08203125,False
108,meta-llama/Llama-3.1-8B-Instruct,C,D,-5.2578125,-9.1484375,-9.0703125,-0.0059051513671875,False
108,meta-llama/Llama-3.1-8B-Instruct,D,A,-0.01117706298828125,-7.04296875,-5.27734375,-5.37109375,False
109,meta-llama/Llama-3.1-8B-Instruct,A,D,-5.47265625,-9.1875,-4.34765625,-0.0176239013671875,False
109,meta-llama/Llama-3.1-8B-Instruct,B,D,-6.34765625,-4.69140625,-1.81640625,-0.191162109375,False
109,meta-llama/Llama-3.1-8B-Instruct,C,D,-5.296875,-5.765625,-1.986328125,-0.157958984375,False
109,meta-llama/Llama-3.1-8B-Instruct,D,C,-4.23046875,-7.51171875,-0.40234375,-1.15234375,False
110,meta-llama/Llama-3.1-8B-Instruct,A,D,-1.654296875,-4.390625,-6.90625,-0.2325439453125,False
110,meta-llama/Llama-3.1-8B-Instruct,B,A,-0.1378173828125,-2.419921875,-3.591796875,-4.76171875,False
110,meta-llama/Llama-3.1-8B-Instruct,C,B,-6.64453125,-0.09576416015625,-3.064453125,-3.189453125,False
110,meta-llama/Llama-3.1-8B-Instruct,D,B,-3.42578125,-0.285888671875,-5.26953125,-1.6142578125,False
111,meta-llama/Llama-3.1-8B-Instruct,A,B,-3.560546875,-0.0296630859375,-8.65625,-7.609375,False
111,meta-llama/Llama-3.1-8B-Instruct,B,C,-7.64453125,-0.78369140625,-0.61181640625,-7.91015625,False
111,meta-llama/Llama-3.1-8B-Instruct,C,C,-8.8515625,-2.072265625,-0.135009765625,-8.4296875,True
111,meta-llama/Llama-3.1-8B-Instruct,D,D,-5.72265625,-10.46875,-10.234375,-0.0034332275390625,True
112,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0009469985961914062,-9.546875,-10.09375,-7.15625,True
112,meta-llama/Llama-3.1-8B-Instruct,B,B,-10.8125,-0.00023174285888671875,-12.171875,-10.71875,True
112,meta-llama/Llama-3.1-8B-Instruct,C,C,-9.953125,-13.8125,-7.855892181396484e-05,-10.9375,True
112,meta-llama/Llama-3.1-8B-Instruct,D,D,-9.0625,-12.71875,-12.0625,-0.00016570091247558594,True
113,meta-llama/Llama-3.1-8B-Instruct,A,C,-5.06640625,-6.61328125,-0.33056640625,-1.3154296875,False
113,meta-llama/Llama-3.1-8B-Instruct,B,A,-0.07562255859375,-6.63671875,-6.24609375,-2.748046875,False
113,meta-llama/Llama-3.1-8B-Instruct,C,A,-0.0830078125,-6.51953125,-5.56640625,-2.724609375,False
113,meta-llama/Llama-3.1-8B-Instruct,D,C,-4.86328125,-1.2060546875,-0.42431640625,-3.642578125,False
114,meta-llama/Llama-3.1-8B-Instruct,A,D,-4.30859375,-2.326171875,-1.6845703125,-0.3564453125,False
114,meta-llama/Llama-3.1-8B-Instruct,B,A,-0.4677734375,-6.125,-4.46875,-1.2021484375,False
114,meta-llama/Llama-3.1-8B-Instruct,C,D,-1.130859375,-1.271484375,-4.7421875,-1.021484375,False
114,meta-llama/Llama-3.1-8B-Instruct,D,A,-0.88232421875,-0.91357421875,-3.6953125,-1.9130859375,False
115,meta-llama/Llama-3.1-8B-Instruct,A,D,-5.1875,-3.767578125,-8.0,-0.0328369140625,False
115,meta-llama/Llama-3.1-8B-Instruct,B,D,-6.87109375,-3.322265625,-3.478515625,-0.07305908203125,False
115,meta-llama/Llama-3.1-8B-Instruct,C,A,-0.42333984375,-1.080078125,-6.0,-6.6875,False
115,meta-llama/Llama-3.1-8B-Instruct,D,A,-0.365234375,-2.505859375,-7.4296875,-1.505859375,False
116,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.03277587890625,-5.921875,-6.859375,-3.767578125,True
116,meta-llama/Llama-3.1-8B-Instruct,B,B,-4.64453125,-0.036956787109375,-7.51953125,-3.755859375,True
116,meta-llama/Llama-3.1-8B-Instruct,C,C,-3.15234375,-4.40234375,-0.13720703125,-3.44921875,True
116,meta-llama/Llama-3.1-8B-Instruct,D,D,-4.96484375,-7.15234375,-7.57421875,-0.0291900634765625,True
117,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.031158447265625,-3.6875,-8.546875,-5.34375,True
117,meta-llama/Llama-3.1-8B-Instruct,B,D,-7.48046875,-2.77734375,-5.07421875,-0.073486328125,False
117,meta-llama/Llama-3.1-8B-Instruct,C,C,-2.650390625,-6.01171875,-0.10443115234375,-3.666015625,True
117,meta-llama/Llama-3.1-8B-Instruct,D,D,-1.82421875,-2.90234375,-6.74609375,-0.24609375,True
118,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.22265625,-7.51953125,-1.62890625,-6.28515625,True
118,meta-llama/Llama-3.1-8B-Instruct,B,B,-9.703125,-0.172607421875,-9.609375,-1.8447265625,True
118,meta-llama/Llama-3.1-8B-Instruct,C,C,-6.11328125,-10.46875,-0.0025959014892578125,-8.453125,True
118,meta-llama/Llama-3.1-8B-Instruct,D,D,-7.7890625,-11.1171875,-3.833984375,-0.022430419921875,True
119,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0089874267578125,-7.2578125,-6.7265625,-7.5859375,True
119,meta-llama/Llama-3.1-8B-Instruct,B,B,-6.765625,-0.0142059326171875,-7.640625,-4.9375,True
119,meta-llama/Llama-3.1-8B-Instruct,C,C,-6.4453125,-6.5859375,-0.0073089599609375,-5.8671875,True
119,meta-llama/Llama-3.1-8B-Instruct,D,D,-6.95703125,-7.48828125,-9.0,-0.0034694671630859375,True
120,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.319091796875,-5.3359375,-5.8515625,-1.3349609375,True
120,meta-llama/Llama-3.1-8B-Instruct,B,C,-2.50390625,-1.28515625,-0.456787109375,-5.00390625,False
120,meta-llama/Llama-3.1-8B-Instruct,C,A,-0.49462890625,-2.837890625,-1.1201171875,-5.46484375,False
120,meta-llama/Llama-3.1-8B-Instruct,D,D,-3.275390625,-9.5078125,-8.4296875,-0.04193115234375,True
121,meta-llama/Llama-3.1-8B-Instruct,A,B,-10.421875,-0.0032749176025390625,-5.91015625,-9.296875,False
121,meta-llama/Llama-3.1-8B-Instruct,B,D,-7.76171875,-8.7734375,-2.88671875,-0.058135986328125,False
121,meta-llama/Llama-3.1-8B-Instruct,C,A,-0.36279296875,-10.765625,-9.46875,-1.1904296875,False
121,meta-llama/Llama-3.1-8B-Instruct,D,C,-8.078125,-11.875,-0.0010633468627929688,-7.234375,False
122,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0010309219360351562,-8.703125,-9.109375,-7.40625,True
122,meta-llama/Llama-3.1-8B-Instruct,B,B,-9.2578125,-0.00994873046875,-9.9765625,-7.19921875,True
122,meta-llama/Llama-3.1-8B-Instruct,C,C,-7.20703125,-8.6875,-0.002964019775390625,-6.75390625,True
122,meta-llama/Llama-3.1-8B-Instruct,D,D,-6.00390625,-9.1640625,-8.9765625,-0.004802703857421875,True
123,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0009360313415527344,-9.609375,-9.34375,-7.265625,True
123,meta-llama/Llama-3.1-8B-Instruct,B,B,-8.125,-0.0005679130554199219,-11.015625,-9.359375,True
123,meta-llama/Llama-3.1-8B-Instruct,C,C,-7.453125,-10.828125,-0.00072479248046875,-9.125,True
123,meta-llama/Llama-3.1-8B-Instruct,D,D,-6.48828125,-10.703125,-9.78125,-0.0021800994873046875,True
124,meta-llama/Llama-3.1-8B-Instruct,A,C,-3.947265625,-9.1328125,-0.33740234375,-1.322265625,False
124,meta-llama/Llama-3.1-8B-Instruct,B,C,-8.765625,-3.015625,-0.1556396484375,-2.359375,False
